UF,municipio,zona,secao,cargo,quantidadeVotos,partido,candidato
AL,27057,22,341,presidente,19,nulo,nulo
AL,27057,22,156,presidente,187,13,13
AL,27057,22,156,presidente,78,22,22
AL,27057,22,156,presidente,5,branco,branco
AL,27057,22,156,presidente,22,nulo,nulo
AL,27057,22,545,presidente,160,13,13
AL,27057,22,545,presidente,162,22,22
AL,27057,22,545,presidente,3,branco,branco
AL,27057,22,545,presidente,6,nulo,nulo
AL,27057,22,352,presidente,206,13,13
AL,27057,22,352,presidente,97,22,22
AL,27057,22,352,presidente,6,branco,branco
AL,27057,22,352,presidente,25,nulo,nulo
AL,27057,22,532,presidente,166,13,13
AL,27057,22,532,presidente,145,22,22
AL,27057,22,532,presidente,4,branco,branco
AL,27057,22,532,presidente,18,nulo,nulo
AL,27057,22,59,presidente,154,13,13
AL,27057,22,59,presidente,155,22,22
AL,27057,22,59,presidente,3,branco,branco
AL,27057,22,59,presidente,22,nulo,nulo
AL,27057,22,57,presidente,157,13,13
AL,27057,22,57,presidente,157,22,22
AL,27057,22,57,presidente,5,branco,branco
AL,27057,22,57,presidente,18,nulo,nulo
AL,27057,22,492,presidente,240,13,13
AL,27057,22,492,presidente,62,22,22
AL,27057,22,492,presidente,5,branco,branco
AL,27057,22,492,presidente,23,nulo,nulo
AL,27057,22,34,presidente,152,13,13
AL,27057,22,34,presidente,157,22,22
AL,27057,22,34,presidente,7,branco,branco
AL,27057,22,34,presidente,12,nulo,nulo
AL,27057,22,530,presidente,151,13,13
AL,27057,22,530,presidente,175,22,22
AL,27057,22,530,presidente,1,branco,branco
AL,27057,22,530,presidente,15,nulo,nulo
AL,27057,22,500,presidente,160,13,13
AL,27057,22,500,presidente,100,22,22
AL,27057,22,500,presidente,5,branco,branco
AL,27057,22,500,presidente,10,nulo,nulo
AL,27057,22,562,presidente,150,13,13
AL,27057,22,562,presidente,166,22,22
AL,27057,22,562,presidente,4,branco,branco
AL,27057,22,562,presidente,10,nulo,nulo
AL,27057,22,410,presidente,179,13,13
AL,27057,22,410,presidente,92,22,22
AL,27057,22,410,presidente,4,branco,branco
AL,27057,22,410,presidente,24,nulo,nulo
AL,27057,22,138,presidente,173,13,13
AL,27057,22,138,presidente,135,22,22
AL,27057,22,138,presidente,7,branco,branco
AL,27057,22,138,presidente,12,nulo,nulo
AL,27057,22,501,presidente,160,13,13
AL,27057,22,501,presidente,140,22,22
AL,27057,22,501,presidente,6,branco,branco
AL,27057,22,501,presidente,19,nulo,nulo
AL,27057,22,36,presidente,146,13,13
AL,27057,22,36,presidente,151,22,22
AL,27057,22,36,presidente,4,branco,branco
AL,27057,22,36,presidente,14,nulo,nulo
AL,27057,22,343,presidente,133,13,13
AL,27057,22,343,presidente,184,22,22
AL,27057,22,343,presidente,2,branco,branco
AL,27057,22,343,presidente,17,nulo,nulo
AL,27057,22,143,presidente,167,13,13
AL,27057,22,143,presidente,104,22,22
AL,27057,22,143,presidente,2,branco,branco
AL,27057,22,143,presidente,20,nulo,nulo
AL,27057,22,446,presidente,166,13,13
AL,27057,22,446,presidente,145,22,22
AL,27057,22,446,presidente,7,branco,branco
AL,27057,22,446,presidente,12,nulo,nulo
AL,27057,22,564,presidente,166,13,13
AL,27057,22,564,presidente,135,22,22
AL,27057,22,564,presidente,4,branco,branco
AL,27057,22,564,presidente,17,nulo,nulo
AL,27057,22,527,presidente,155,13,13
AL,27057,22,527,presidente,168,22,22
AL,27057,22,527,presidente,1,branco,branco
AL,27057,22,527,presidente,20,nulo,nulo
AL,27057,22,577,presidente,154,13,13
AL,27057,22,577,presidente,94,22,22
AL,27057,22,577,presidente,4,branco,branco
AL,27057,22,577,presidente,18,nulo,nulo
AL,27057,22,359,presidente,163,13,13
AL,27057,22,359,presidente,151,22,22
AL,27057,22,359,presidente,6,branco,branco
AL,27057,22,359,presidente,14,nulo,nulo
AL,27057,22,185,presidente,152,13,13
AL,27057,22,185,presidente,108,22,22
AL,27057,22,185,presidente,4,branco,branco
AL,27057,22,185,presidente,21,nulo,nulo
AL,27057,22,512,presidente,182,13,13
AL,27057,22,512,presidente,105,22,22
AL,27057,22,512,presidente,6,branco,branco
AL,27057,22,512,presidente,20,nulo,nulo
AL,27057,22,553,presidente,127,13,13
AL,27057,22,553,presidente,183,22,22
AL,27057,22,553,presidente,8,branco,branco
AL,27057,22,553,presidente,9,nulo,nulo
AL,27057,22,168,presidente,188,13,13
AL,27057,22,168,presidente,76,22,22
AL,27057,22,168,presidente,3,branco,branco
AL,27057,22,168,presidente,25,nulo,nulo
AL,27057,22,405,presidente,162,13,13
AL,27057,22,405,presidente,160,22,22
AL,27057,22,405,presidente,5,branco,branco
AL,27057,22,405,presidente,10,nulo,nulo
AL,27057,22,414,presidente,191,13,13
AL,27057,22,414,presidente,90,22,22
AL,27057,22,414,presidente,4,branco,branco
AL,27057,22,414,presidente,22,nulo,nulo
AL,27057,22,147,presidente,192,13,13
AL,27057,22,147,presidente,90,22,22
AL,27057,22,147,presidente,4,branco,branco
AL,27057,22,147,presidente,23,nulo,nulo
AL,27057,22,585,presidente,107,13,13
AL,27057,22,585,presidente,99,22,22
AL,27057,22,585,presidente,6,branco,branco
AL,27057,22,585,presidente,13,nulo,nulo
AL,27057,22,592,presidente,102,13,13
AL,27057,22,592,presidente,83,22,22
AL,27057,22,592,presidente,6,branco,branco
AL,27057,22,592,presidente,8,nulo,nulo
AL,27057,22,42,presidente,137,13,13
AL,27057,22,42,presidente,180,22,22
AL,27057,22,42,presidente,5,branco,branco
AL,27057,22,42,presidente,11,nulo,nulo
AL,27057,22,63,presidente,151,13,13
AL,27057,22,63,presidente,147,22,22
AL,27057,22,63,presidente,2,branco,branco
AL,27057,22,63,presidente,12,nulo,nulo
AL,27057,22,439,presidente,134,13,13
AL,27057,22,439,presidente,168,22,22
AL,27057,22,439,presidente,3,branco,branco
AL,27057,22,439,presidente,14,nulo,nulo
AL,27057,22,576,presidente,149,13,13
AL,27057,22,576,presidente,134,22,22
AL,27057,22,576,presidente,11,branco,branco
AL,27057,22,576,presidente,14,nulo,nulo
AL,27057,22,48,presidente,149,13,13
AL,27057,22,48,presidente,178,22,22
AL,27057,22,48,presidente,5,branco,branco
AL,27057,22,48,presidente,11,nulo,nulo
AL,27057,22,178,presidente,191,13,13
AL,27057,22,178,presidente,92,22,22
AL,27057,22,178,presidente,6,branco,branco
AL,27057,22,178,presidente,21,nulo,nulo
AL,27057,22,472,presidente,144,13,13
AL,27057,22,472,presidente,141,22,22
AL,27057,22,472,presidente,6,branco,branco
AL,27057,22,472,presidente,16,nulo,nulo
AL,27057,22,515,presidente,179,13,13
AL,27057,22,515,presidente,117,22,22
AL,27057,22,515,presidente,4,branco,branco
AL,27057,22,515,presidente,29,nulo,nulo
AL,27057,22,183,presidente,154,13,13
AL,27057,22,183,presidente,86,22,22
AL,27057,22,183,presidente,4,branco,branco
AL,27057,22,183,presidente,23,nulo,nulo
AL,27057,22,579,presidente,191,13,13
AL,27057,22,579,presidente,85,22,22
AL,27057,22,579,presidente,8,branco,branco
AL,27057,22,579,presidente,8,nulo,nulo
AL,27057,22,157,presidente,198,13,13
AL,27057,22,157,presidente,74,22,22
AL,27057,22,157,presidente,11,branco,branco
AL,27057,22,157,presidente,21,nulo,nulo
AL,27057,22,453,presidente,148,13,13
AL,27057,22,453,presidente,169,22,22
AL,27057,22,453,presidente,2,branco,branco
AL,27057,22,453,presidente,11,nulo,nulo
AL,27057,22,120,presidente,137,13,13
AL,27057,22,120,presidente,163,22,22
AL,27057,22,120,presidente,2,branco,branco
AL,27057,22,120,presidente,30,nulo,nulo
AL,27057,22,163,presidente,177,13,13
AL,27057,22,163,presidente,98,22,22
AL,27057,22,163,presidente,5,branco,branco
AL,27057,22,163,presidente,27,nulo,nulo
AL,27057,22,45,presidente,147,13,13
AL,27057,22,45,presidente,151,22,22
AL,27057,22,45,presidente,5,branco,branco
AL,27057,22,45,presidente,12,nulo,nulo
AL,27057,22,582,presidente,42,13,13
AL,27057,22,582,presidente,24,22,22
AL,27057,22,582,presidente,1,branco,branco
AL,27057,22,582,presidente,3,nulo,nulo
AL,27057,22,68,presidente,167,13,13
AL,27057,22,68,presidente,134,22,22
AL,27057,22,68,presidente,5,branco,branco
AL,27057,22,68,presidente,17,nulo,nulo
AL,27774,14,110,presidente,132,13,13
AL,27774,14,110,presidente,61,22,22
AL,27774,14,110,presidente,2,branco,branco
AL,27774,14,110,presidente,7,nulo,nulo
AL,27774,14,33,presidente,150,13,13
AL,27774,14,33,presidente,79,22,22
AL,27774,14,33,presidente,1,branco,branco
AL,27774,14,33,presidente,7,nulo,nulo
AL,27774,14,121,presidente,132,13,13
AL,27774,14,121,presidente,92,22,22
AL,27774,14,121,presidente,1,branco,branco
AL,27774,14,121,presidente,7,nulo,nulo
AL,27774,14,32,presidente,135,13,13
AL,27774,14,32,presidente,66,22,22
AL,27774,14,32,presidente,2,branco,branco
AL,27774,14,32,presidente,18,nulo,nulo
AL,27774,14,28,presidente,127,13,13
AL,27774,14,28,presidente,82,22,22
AL,27774,14,28,presidente,1,branco,branco
AL,27774,14,28,presidente,23,nulo,nulo
AL,27774,14,35,presidente,145,13,13
